0,1,2,3,4
2.4336585442950778,1.5091683033518382,1.044697884885776,3.7080646628644405,1.9245356835265837
1.259219662819222,1.2939907460378093,1.6712619681348604,1.6150907635659677,2.1309285007531527
2.1859034731826084,2.09410577556185,3.166309414019816,3.2271913311978926,0.054708262992056556
2.4812703170115094,1.7997816438596248,1.8693089304625872,0.822563606931028,3.185931234685255
1.9804959446971857,2.2835674594399142,2.332584285954669,2.6639241159756235,1.7660015684708703
1.9762024582691897,2.075866902151711,2.530090409746342,1.8881697208048382,1.9735268365668812
1.4025792721061072,1.3792068891464653,2.756742966806223,3.260796298169314,1.7063678477657285
2.299528939832377,1.0484050218564023,1.6737635245182374,1.643704472885743,3.2156482245640596
2.257606223076583,0.8886900910347355,0.26268479840828385,1.1674477406037207,2.1377306545143213
2.258562453410412,2.5948550467656593,0.5352459176972373,2.45018449479305,2.02033787898853
2.3773919575364464,2.5257328387812366,3.8668458227826843,2.8541567249368978,2.0768962866683394
2.334251945097757,1.2399193704274665,1.1642781497738681,0.5040671447100538,0.9099324905654045
2.507480676664031,1.2768512897328554,2.3796644270491805,3.0397259018526066,2.168749737791324
2.476168770402571,1.2851341608191427,1.9106848991409262,3.17154382030606,1.103642765343698
2.757670140666133,3.3769711012109767,2.3651830319493197,0.6567084135270838,2.2606731161660467
1.9353041470093022,2.37308642475504,2.5870892182473355,1.3781542332379797,1.326956376170826
1.879942777059898,1.229926250371069,2.1200215088461665,1.9095416764277715,4.100351963047707
1.1824459507345721,1.3762832407452734,2.338112822139758,2.6960198304995093,3.824161042072091
3.29434886248142,2.6569625385863245,2.2337273460991764,2.7151012743344647,1.513241955338244
1.7478441063149899,0.8177029383661112,1.8174842683631893,2.7677478097013504,1.8327612676030198
1.382667489054385,1.7130614633967935,2.577487519157417,1.796016707506542,2.6778486956837315
0.9541625602522781,1.3058943870601019,1.5959302533425896,0.9552580162809488,4.347698113491681
1.125680903238599,2.7296595747404706,1.4687880235114446,1.5902323894110868,2.2403178866784628
0.836770058450031,1.4714377060416266,1.8831816402174897,1.3252650617613335,1.3440293721623615
2.8667115158564718,2.8015202385909257,1.6476726063429588,1.932874726575258,2.986573493603861
0.862321769582929,2.269587600985718,3.5748054101864684,3.567199694905307,0.45283741247149534
1.3917722130996961,2.1345131114241567,0.9457463085301105,1.4670445316144445,1.8905045228565955
3.1176141862574083,1.963789430691151,2.173016364543195,2.408679954053717,2.4334555941382514
