Loss_mae,Threshold,Amostras,Anomaly,
0.11011627287000152,0.21346080718957672,0.0,False,
0.037943730439137624,0.21346080718957672,0.0,False,
0.10163718222605342,0.21346080718957672,0.0,False,
0.053979013325055794,0.21346080718957672,0.0,False,
0.08460169468973763,0.21346080718957672,0.0,False,
0.06278818317006045,0.21346080718957672,0.0,False,
0.07245362883253417,0.21346080718957672,0.0,False,
0.11072673480710797,0.21346080718957672,0.0,False,
0.16091868345312527,0.21346080718957672,0.0,False,
0.13770220505265923,0.21346080718957672,0.0,False,
0.08027939857078205,0.21346080718957672,0.0,False,
0.03197909010660317,0.21346080718957672,0.0,False,
0.11993241112460215,0.21346080718957672,0.0,False,
0.18963911257757013,0.21346080718957672,0.0,False,
0.0771859169971076,0.21346080718957672,0.0,False,
0.04926320996017226,0.21346080718957672,0.0,False,
0.07391167859276351,0.21346080718957672,0.0,False,
0.046634702451841106,0.21346080718957672,0.0,False,
0.057302606937436086,0.21346080718957672,0.0,False,
0.0428917341532399,0.21346080718957672,0.0,False,
0.09261412433273722,0.21346080718957672,0.0,False,
0.10294587137142568,0.21346080718957672,0.0,False,
0.09652818348543431,0.21346080718957672,0.0,False,
0.32803230664864425,0.21346080718957672,1.0,True,
0.12138472258512163,0.21346080718957672,0.0,False,
0.17777686449482205,0.21346080718957672,0.0,False,
0.059539479400298315,0.21346080718957672,0.0,False,
0.18464717928502244,0.21346080718957672,0.0,False,
0.12683163569830555,0.21346080718957672,0.0,False,
0.06474466782291587,0.21346080718957672,0.0,False,
0.13893160569450155,0.21346080718957672,0.0,False,
0.0980489886232243,0.21346080718957672,0.0,False,
0.07707904432270955,0.21346080718957672,0.0,False,
0.13985649017817475,0.21346080718957672,0.0,False,
0.15441296409287628,0.21346080718957672,0.0,False,
0.10005492932247337,0.21346080718957672,0.0,False,
0.3224950395155502,0.21346080718957672,1.0,True,
0.10247689260850623,0.21346080718957672,0.0,False,
0.08181840608717744,0.21346080718957672,0.0,False,
0.19732008545419993,0.21346080718957672,0.0,False,
0.18314973037136625,0.21346080718957672,0.0,False,
0.14888542911090413,0.21346080718957672,0.0,False,
0.07950591308095266,0.21346080718957672,0.0,False,
0.030448672993792614,0.21346080718957672,0.0,False,
0.08075504581622624,0.21346080718957672,0.0,False,
0.07142771253838363,0.21346080718957672,0.0,False,
0.19597650574002187,0.21346080718957672,0.0,False,
0.0723337346059742,0.21346080718957672,0.0,False,
0.04236381225246146,0.21346080718957672,0.0,False,
0.06634217763984065,0.21346080718957672,0.0,False,
0.03228867860040805,0.21346080718957672,0.0,False,
0.006514399953186678,0.21346080718957672,0.0,False,
0.07962774436805986,0.21346080718957672,0.0,False,
0.12220416206932487,0.21346080718957672,0.0,False,
0.10147058166583042,0.21346080718957672,0.0,False,
0.14462440995909057,0.21346080718957672,0.0,False,
0.07609896082174641,0.21346080718957672,0.0,False,
0.09606359045249102,0.21346080718957672,0.0,False,
0.15685174019181208,0.21346080718957672,0.0,False,
0.17255641496890178,0.21346080718957672,0.0,False,
0.13531549911677426,0.21346080718957672,0.0,False,
0.16059817177159513,0.21346080718957672,0.0,False,
0.0876000062857469,0.21346080718957672,0.0,False,
0.09052407378713198,0.21346080718957672,0.0,False,
0.10680674585120704,0.21346080718957672,0.0,False,
0.11119741737432234,0.21346080718957672,0.0,False,
0.0949600828285942,0.21346080718957672,0.0,False,
0.12447973842755858,0.21346080718957672,0.0,False,
0.3513477330288993,0.21346080718957672,1.0,True,
0.1023537773632082,0.21346080718957672,0.0,False,
0.055270535730496485,0.21346080718957672,0.0,False,
0.11116217710257179,0.21346080718957672,0.0,False,
0.07643268030998854,0.21346080718957672,0.0,False,
0.042855554879826965,0.21346080718957672,0.0,False,
0.1204614060011147,0.21346080718957672,0.0,False,
0.07156240963806595,0.21346080718957672,0.0,False,
0.09530904785058517,0.21346080718957672,0.0,False,
0.06658453903036013,0.21346080718957672,0.0,False,
0.14122922200789212,0.21346080718957672,0.0,False,
0.2954648218715754,0.21346080718957672,1.0,True,
0.045546739619828136,0.21346080718957672,0.0,False,
0.13992785154723597,0.21346080718957672,0.0,False,
0.045641505663095196,0.21346080718957672,0.0,False,
0.06632859148185247,0.21346080718957672,0.0,False,
0.188242719078606,0.21346080718957672,0.0,False,
0.043046697845448144,0.21346080718957672,0.0,False,
0.14548818584287804,0.21346080718957672,0.0,False,
0.0720913720342442,0.21346080718957672,0.0,False,
0.10186999786488307,0.21346080718957672,0.0,False,
0.15243848202373617,0.21346080718957672,0.0,False,
0.11443206617892117,0.21346080718957672,0.0,False,
0.14265726859433053,0.21346080718957672,0.0,False,
0.37506935335232333,0.21346080718957672,1.0,True,
0.10042123868628808,0.21346080718957672,0.0,False,
0.11272923416362524,0.21346080718957672,0.0,False,
0.03598510158300161,0.21346080718957672,0.0,False,
0.09061101568316092,0.21346080718957672,0.0,False,
0.054822558523104414,0.21346080718957672,0.0,False,
0.1504600590273158,0.21346080718957672,0.0,False,
0.0845486130207715,0.21346080718957672,0.0,False,
0.06578767470006734,0.21346080718957672,0.0,False,
0.04956113331834257,0.21346080718957672,0.0,False,
0.0558196673731882,0.21346080718957672,0.0,False,
0.04777196756353717,0.21346080718957672,0.0,False,
0.14012566415292857,0.21346080718957672,0.0,False,
0.05010530792437527,0.21346080718957672,0.0,False,
0.0698934142171178,0.21346080718957672,0.0,False,
0.05420679561158873,0.21346080718957672,0.0,False,
0.04473053783530726,0.21346080718957672,0.0,False,
0.24652558962074575,0.21346080718957672,0.0,True,
0.05867219984031151,0.21346080718957672,0.0,False,
0.07467419346953089,0.21346080718957672,0.0,False,
0.1451393435297096,0.21346080718957672,0.0,False,
0.09655358033724018,0.21346080718957672,0.0,False,
0.070953637810467,0.21346080718957672,0.0,False,
0.3120660574272348,0.21346080718957672,1.0,True,
0.0640895136759489,0.21346080718957672,0.0,False,
0.07694003883044956,0.21346080718957672,0.0,False,
0.09283731215365273,0.21346080718957672,0.0,False,
0.07089704975033265,0.21346080718957672,0.0,False,
0.035344724659561545,0.21346080718957672,0.0,False,
0.122739994692772,0.21346080718957672,0.0,False,
0.1279267644936735,0.21346080718957672,0.0,False,
0.08248869116824982,0.21346080718957672,0.0,False,
0.06955819899031494,0.21346080718957672,0.0,False,
0.1007361715915033,0.21346080718957672,0.0,False,
0.03352450059117057,0.21346080718957672,0.0,False,
