0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3.616414447808153,4.449489303432959,2.777152883381639,2.777168508412182,4.502959429384267,3.7303786109706425,2.5531945104126956,3.5163621555671503,2.558958751906904,2.5567583306064217,3.230278955460836,1.1791038189877092,1.3583710214157632,2.464862914105482,2.0360741328005454,3.2990736821820774,2.1358204967618253,1.6558903624435257,4.3948789015547245,2.78512546477866,3.0642675584876744,1.6440467681490738,2.4819031729069754,3.105566615530917,1.9045829457812649
3.357557178949431,2.428363565820964,2.722390885231384,2.427347208879839,4.762839647648143,2.9871544981200784,1.9933613768665472,3.782827760513292,1.8381056324328782,3.1987784714542324,1.134953907259525,1.7359463356893032,3.1873556545541817,3.702809208987235,3.1630936448733724,2.8899358751393773,2.7134353051947775,1.592869469425655,2.3149139684844346,2.5616034915904895,4.006078346316442,3.32702644212641,1.3220894613661247,3.30843535015114,2.6335116845828366
2.3557636479852015,3.5821410749815783,3.981216995461189,3.886312612638017,2.201304676959119,2.705718158183399,3.315268146857212,3.9284402540308294,2.5439630225795695,2.8233056957956206,1.9470851775568203,1.861553042440117,3.773292449500041,4.290753038116645,2.9314669370856787,3.955076615876841,3.3441741787510484,2.3860303001946486,3.3439453680360316,4.4637714040872485,2.965903846037058,4.489093751671702,0.5067511052904554,3.7822163718880395,3.0828439401733077
2.71543042683991,3.087330043796121,1.1084022289987014,2.7909351216289653,3.3398691433065633,4.406532905738517,2.5067548186827797,2.230545071485656,2.522470643278653,3.871201291534998,3.312877134311257,2.4958196351082766,3.488483959108276,3.092390092545745,3.9218732953224484,2.33184602669758,2.6881592474139206,2.6268250610041552,1.6071518862178964,3.281821904100425,3.248450037297335,3.0048665498418368,2.7767400690671815,1.6529714159166016,2.599665828399791
2.6738336916071157,2.236461245174305,2.846502080787954,3.384540980947581,4.795110106730743,3.166148202053814,3.2451143914723186,2.9291487569115513,1.1738779836723607,2.9747663654166097,3.0573219524789477,5.3443027586036305,2.8169273178229917,3.2869869197587875,2.9669643121707137,1.887752392010425,4.087640822265591,3.715625424670198,3.752836420828159,2.134522949202146,4.335059414668326,1.6658382880846405,3.5585202919878633,5.084687956639442,2.05729240835442
2.4610463490495875,3.094839629807186,2.5208350170485225,1.5242114282276746,3.065252364012919,1.9889903578944819,3.4507246916429484,2.124970802619708,4.475094747252133,2.2545666361409347,2.6934894474829894,3.7742359742815004,1.8285688208003428,3.216476873897814,4.244026459770648,1.4701352083539927,3.1757186846128587,3.2473341732760095,3.7440720121489517,1.8227763121334135,1.7433025503341109,3.4967392551075913,3.282644562300497,3.2383976293275687,3.3297197174083717
2.35281074376133,3.221039166304723,3.278921265653293,2.3201415356600954,4.775684294791432,3.4509535696797466,1.8662194184360739,3.624851462261873,2.072381510249146,3.7490796777366713,4.102651987884627,2.2189448966070198,3.9168588446556294,3.3928495135786116,3.782366414996381,4.805205017889698,2.766460619377092,2.282658509122441,2.153436391567333,2.2235816804820416,2.9266212001019367,3.3246792150929956,3.2633305921743743,3.7872421321302205,3.012374086510599
4.383349176084954,2.7481223055182937,5.588823911698478,3.5954565659215048,2.184230890711259,1.980816288968186,3.4591759000350852,2.78732727025518,3.679524485011193,3.4503870176380875,2.930687681904176,2.1940943039362537,1.5582982242411059,2.5750453320918782,3.815046984549852,3.203756079201579,1.8144125822501842,3.1648187647298847,3.3667120627963163,2.158820233140592,3.146302382582739,3.0553980701028447,1.9122188157529931,3.340511349496101,3.533706656557958
4.030755362704956,4.002918489045744,1.6888523530125295,2.107458492603327,3.4901664321081354,3.488977439915572,3.4901782515407924,6.6666996784121,3.54332466642035,4.080734065627411,3.90793712665677,3.619938372937985,2.6999537495047354,3.7223218652682246,2.26449118697028,2.77461634394147,2.5380725677211684,3.077920789778963,5.202893672357449,1.2228970023491659,3.6531236410990173,1.465155233214477,2.5508556916774716,4.036369862107461,3.0611762137894547
1.9742948761861012,2.319235226469209,3.646782900265105,2.3048996276703786,3.206006736450478,3.0433713720058817,2.3798626271218692,5.040422261953892,3.6033098026454384,1.0726428277579718,3.177451238857922,2.3701683536914833,3.81127299998628,2.2457466751070476,2.890803687189388,3.4806036179607167,3.8239516041403996,1.8576607374725975,2.681650388338372,2.547987752605809,2.378217222563787,4.68020805778757,3.385426888155907,1.7999987019366301,3.8735423463212912
5.019686413133384,3.9826119593377682,1.553993866672018,2.5391475052020467,4.205737465631136,2.326500845361146,3.4223892992294336,3.737230310881003,2.1178270091518483,2.943348867041841,-0.08476049844295108,2.0250756264326464,2.759627276975624,1.812466894426365,4.553589191897003,1.6389139904060748,2.5812033665536727,3.1244276778314646,4.371680408650697,1.6334694486900097,4.106999583623313,3.0097389505707066,2.0658841749325667,3.4397904874980814,3.189447960106874
2.428765011059292,3.066431642902242,2.6332915374123997,3.1080360815012864,3.630159235654528,4.509434894132237,1.821953281070561,5.030038378710191,1.1421701138261826,2.8555439535548466,3.559909902118488,3.2674239805082737,2.4073679583921557,2.801927076852755,2.5308039574117287,2.4390931291223907,3.808578470490775,3.339776745602824,2.3405480251417305,3.856162071494403,3.2924613503711817,3.773612507637716,3.5992267765870096,2.211033588163019,2.466867689864956
3.711210015084451,3.5808981138202465,2.9801076539975493,3.1116621492286076,4.215971960119578,2.4369930459821574,3.520680404658924,2.8075703600276953,2.79282968465213,4.04572164958826,3.785560548076548,3.774228758984131,4.242442857483727,3.019989656571465,3.649024399080168,2.7047146889466047,3.30851375531997,2.876140993278391,3.0923124475476054,3.5664194556686812,2.221287669966208,4.9913549048199215,2.042558865529691,1.8444393265299053,4.102190686718899
3.7534367116955414,3.5939837588024757,3.5980054105352397,2.9883445710742387,2.1460701781680966,3.0721442825240524,2.355535511400899,3.9280354007562974,2.8600433861612338,2.214362507911285,2.694132496621254,3.392992772600764,2.463495278221925,2.217481086517407,3.2319206054659917,3.2331381903163536,2.5175349274624246,2.551706105675956,3.2208452451847873,1.621837415308814,1.660496590172134,2.3162463562765256,2.7968592920533872,3.2958951781507,4.404117618721701
3.8162469334314997,2.8477842128876354,2.9819020028853456,2.045878461078154,2.98238078361953,2.7252794436708903,3.3071358708177714,2.2127124763162804,3.494269507587445,4.458729551495737,2.8964914107463424,3.3823147929741273,3.6568199103943124,2.618152736881712,3.2132720208978776,3.0119843679760816,3.092959740383228,2.2643155297099153,3.023326683494836,3.4739520983459866,4.381074132193842,3.91295176890695,5.04921454912461,2.2697043464106605,3.8302000297436765
3.1744892098270783,5.084066779761657,2.2307309579808976,2.2008247093916657,2.4295494441740377,0.9786580538515057,2.4996314241995643,2.2775225855363086,3.143131918184565,3.325254051448203,4.785578628950858,3.904531963954687,2.450952537485911,2.144965904189205,3.4681665131200545,1.7435151690810102,4.743025509063437,4.122490036444288,2.5534788196727507,1.3695853598593972,4.288499707546382,2.8909907906191057,4.178047492812704,1.4825603865897325,2.4295662157501225
3.0049905040403124,3.0447121032095374,2.5716662519720797,3.592775191361563,1.9839303635410872,2.8644954071659585,3.1144870736988324,3.4895987981465484,3.677254060131345,1.9296620316071251,1.5399615960447235,4.2159833103691655,3.3162679994214534,2.2876546550039194,4.4762535265207894,3.1100892043452486,4.122354001582472,3.0642583047050724,4.961243282014735,4.670582992378832,2.763057258109303,3.924657973715547,3.6142135242330697,4.3025462335076226,2.0816685379753497
3.652924989413925,4.007317726389327,1.3261824695230937,1.873875945314663,1.059233562334263,2.7436016614145067,3.682895230294661,4.429814699815617,3.0705170625558016,4.549976714361789,1.6865376979197007,1.378866563178278,2.9471344602719376,3.3655205823532857,2.968883940494383,1.0323857757178883,2.915183183407862,1.758517714094134,3.6373369453315405,3.3488967955151536,2.105502961046761,2.510945503179907,1.991931337675452,2.9403474064122634,3.9090226110785937
2.061870419501579,3.4797082799144006,2.4953462385120986,2.2454115823721774,2.898137675211044,2.0147450711524546,2.473084035367175,1.859962472291032,4.869857017159652,3.033560826906324,2.33406122348351,3.2036477423300758,2.893095788098113,2.789700070842562,3.5845112349518953,3.720930924867835,2.4951144682521824,2.4519855424866703,2.738229364818453,0.8092286952933665,1.5579709891612006,4.300873795390528,4.56553930652158,2.7629888383425287,3.5487175102004263
3.2962212249513807,5.930214913137778,4.065515460309902,2.878258998146255,2.09059849232734,1.4711220545313024,3.193639253089014,2.2801701750491263,1.6464207972313192,2.3846473359296647,1.9706752918910966,4.6056768310383775,3.8390691697885533,2.9924123231991007,4.408484009669142,3.073632525250962,2.1803035037110527,4.449578974774935,3.5128883984426826,2.0128379956588436,2.8188519570046786,2.1666615813000636,1.6839697131414582,3.8814564222615133,4.817219133632582
1.668963231515317,3.5357858766270867,2.3807741586074544,2.536395803255718,2.4362102272715562,2.1777276238896044,3.046178727485391,2.20917288629863,3.2573976303608867,2.952187672510269,2.7725897253085305,2.136258678857237,2.4510784731710347,3.718916636554896,3.4767300537887436,2.069646688219171,3.0945359761656737,3.7151058749651242,1.4112031107605225,3.5171236686216285,2.369371488844122,3.54304691611856,2.273595341220121,1.2822678834143948,1.4510445775773217
3.045763131660595,3.2471816205849082,2.1393489303638016,3.6077575789839114,1.4187075863515362,2.9371109102626622,1.8474585573919011,2.3796382507701286,3.0451099935966526,2.1811322908329616,2.6340129869472237,3.9577032629668074,2.4509637545232565,3.7953401388063144,1.924841824372997,3.504222215717719,4.371961479951733,0.6477005688694728,2.241583384658562,3.549207799268123,2.8067588012523594,3.3532248374524776,2.4251786569428893,3.082408739526953,2.851839747895014
4.1113948948505055,3.24213595641864,3.3213012833790425,2.608010798860535,2.5359381806556884,2.5883281842973194,3.375405747095466,2.599343046826805,3.2757828769462023,4.97518863160543,3.829061842923037,2.689718740209572,4.143212474782194,2.6116288294018264,1.0602877216261761,2.0405898358039116,1.219540564443603,2.665459588341893,3.017529034975579,4.595489373891775,3.3111414587683754,2.791478892190626,3.789357157428558,0.895630893009085,3.2242377457503726
3.73364343333568,1.5928083166303963,4.08852708593422,3.3221518736807947,2.604764551061478,3.6022275548101153,5.161050878235261,3.173084716792365,3.236235083127487,2.5628196601022215,2.191190955358443,3.790242475729718,2.1852527753963953,3.068110611817622,2.5454065743504053,3.45585195264457,3.31755099910844,3.9874416084219897,2.5146100967062712,2.7431561631398482,2.068496569095049,2.577159748144063,3.359082277046301,3.720436896250833,2.1223620681050157
3.8276163951033153,4.290179944535578,3.3934719121671955,4.786173425021735,2.2635737490676586,1.8154443123181347,1.3071664920167911,4.423806774267429,3.6227691567754716,2.947099273477433,3.266450147014505,1.9288559719784684,5.327657148931707,3.1229816475770233,3.104112591072251,3.69072247907921,3.4577833673590725,3.213073628883074,2.2476941519011087,3.4487031805059067,4.791149638309209,4.2804555060563825,4.516258505353668,2.5134687270794185,2.058178934867695
2.8802867885819237,3.0530341962485883,4.041357722081192,1.3892571988076452,4.455694921404524,2.849621622396609,2.593731178595468,2.0367657864848283,1.4250492303274471,3.783423221372359,3.0697777582900967,1.7723257570070314,1.7674550046992696,2.680428897812033,4.588431663324015,2.752943197086974,1.5694373469382483,2.766122810208398,2.740445076975959,0.4333343991466947,2.948326798770381,2.7802163037563483,3.6625895576065717,4.759677967483296,4.07216805572171
2.744094786367139,1.946903462237319,5.4491033402930995,3.05635903085478,3.013256706391711,2.9770398094540242,3.188520100704553,2.8626101306927554,2.4540376610082553,2.4795465220333393,2.9688282441537246,2.4828148708544613,2.321574470362169,3.1012911703288433,2.75733453437198,4.431371643974351,0.47703410749161623,4.038802686519057,4.185917104705548,1.0267248530465831,2.673859314084538,2.6464944138465167,1.6604509836977832,2.2597407306553916,1.9430490795168824
4.667660849705509,3.890498512957081,4.210157175294361,3.68682562788632,1.9254652766551072,2.5008065585796007,3.465744771113685,1.8368834800161316,3.6785708064428735,2.7712788803792434,2.64327767511493,3.676630773024002,3.4228117493543087,2.656463335860048,4.10335075970915,1.9711365649880677,3.586194728956131,3.564462952358229,2.7054002252066267,3.310385463060527,1.8092973104104317,3.879409733688518,2.824025991461449,2.502517023082226,3.9983570877849584
2.329666033080897,1.6595472342261435,1.518533745782257,3.5767483405224225,1.781397066882102,4.670062727799406,1.018597997581536,4.6145417959018395,3.200828342439117,2.907956747815525,2.4813927092480954,3.37986355023373,2.964182515284792,4.050028185404109,3.1087120874192284,3.1430443366618794,2.653945055650715,2.945804035217224,3.2929393469928514,1.3724082743386383,1.7169126460887012,3.7073750717222227,3.1626150819373606,2.824900426652128,3.0175438378217376
3.3307984816390586,2.486302990226338,2.259276258088178,3.186388731118963,2.0688686305417665,3.3885399882447356,1.3796268259878885,3.97946214356523,3.449777785185802,3.243667161012845,3.935241068200983,4.585055855755142,3.9653905028717116,1.2480136577403156,1.7822082946050275,2.4053512206963266,3.02483122575491,3.492663495622608,2.3092992302333615,3.1777486017147267,2.281091256461469,2.418009758268202,1.6612605098592823,2.1213457115229852,1.71358242308089
2.071247463898689,4.002765971663128,2.096443495008962,5.50527567104262,3.4694977038764514,3.1759111832617646,2.183088620583281,3.66649493115374,2.452157245458805,3.1161184861204125,5.436469080689236,2.9085784191597486,4.093779866601389,2.3307769362775117,2.966700953034354,4.685296298734088,2.4033064814556493,4.724933222277699,3.6735776423622837,2.464692322501165,3.6018714927434883,3.925593983472381,3.5917854369103153,1.5055946698017493,2.30797314704497
2.7644329734425708,2.9291606406503377,3.5907025148284313,3.1691205848515396,1.7291336698318216,3.3618397340686808,3.5811031890765754,3.532760577887586,4.028594478602423,3.793655644916373,3.437008250620142,2.9332222885853754,1.4192397171848614,3.4088738054428322,3.19765934313832,3.2584654646770064,1.7849001147033259,1.971143024455447,4.002300637353349,2.9623547941823762,3.6485939635178615,3.026951003697657,3.02831934366163,3.892978121620103,2.5088728494081085
3.0914795185579704,2.560045994239637,2.5864837242715284,2.705756466951763,3.211407888400598,2.54436808758884,4.195121070070207,2.1485894318589187,2.8221515827892913,2.581501660867695,4.377109553598201,3.187063992799269,3.9820212102032513,1.5861709399450619,3.2541555585583453,3.8466743556176612,3.0783108497819014,4.0140329161486985,2.507689181498864,4.34129612152681,5.187894233227352,2.6546813511123974,2.5760088768411955,4.383206799587011,4.503301409098528
2.502386631908357,2.600102194805026,2.731821556421333,1.7204672143885558,2.125705799919672,2.0443448666326343,2.269276072863702,2.9669898964577834,3.222905511726979,4.475633501106782,2.0498521765667443,3.936793708749887,2.79634375553846,2.9529246798756734,3.642235364939231,1.9314893899576981,3.3639448263539458,3.1584149478898875,3.468672913166202,3.275205935372225,5.336744269683467,2.393053733218388,2.4946426012646676,2.4069482460977456,2.4713444788118197
2.3933895522208686,4.131604043212948,4.351914215128004,2.456812586908187,2.2078352930566805,3.4486529292771313,2.474441428428563,3.6023702659399532,3.1931247420440996,1.5574446409004972,4.472782839349577,4.709162474047159,2.4168002364598116,2.6310188787914823,3.2720621820603526,3.3183073119065885,3.6267460057070453,4.913140418354082,2.8315967921143432,2.240249091605138,1.6872821575922932,2.304363424002504,2.968472585987954,4.707906392390292,2.5073819215478546
3.21298219517691,2.984370094854879,4.131010879981853,5.404917741035041,2.4947645939854537,2.534193480434114,3.9937428449001615,3.6489658860965295,4.75753778165498,3.555732807890701,2.658056577018025,3.5621346525199975,4.0551690592086524,3.7808646299999444,3.482779952675044,4.015169562367355,4.112835341849177,4.31542048550351,3.6173864807286313,2.8409513321026885,3.139629514324732,4.148251844237846,2.222510634504863,3.350871662445822,2.625653825041766
3.0273568592222855,4.216720927699771,3.181871716976144,3.0441943272204997,1.705805455970031,3.710220194997523,3.614316529753251,5.058800468578632,2.7070830505936367,3.2085685020921915,3.2373420195727314,4.501284854044142,2.9093058784903882,3.265548777871955,3.5785438051138847,3.177598572214516,2.575122742169972,3.1847182229723185,4.021790696157458,2.0230507038018355,3.1265491412042468,2.3336850042070196,4.1373429735747145,1.5503612313810429,2.468066081786571
3.3589979380466146,4.489931615650818,2.9374245358866506,2.4716086675340687,4.790324095590762,1.621904455093437,0.9073649140653264,3.418768047142848,2.5221878120900865,2.0280781177613987,3.6741529649324964,3.232028627208999,2.4631582971877393,1.781515987225365,3.8303301210563863,3.6188057631078374,2.9056129115906004,4.757470847884395,1.9815850188160884,1.5481358700424934,2.3415011911735477,2.9566151360622364,3.2315896352343167,2.7704121925162006,3.335056157511472
1.8088920249619256,4.374051428784769,2.921815548235359,4.063346427414586,3.326176615316955,3.4346985731674398,3.5422556719212563,3.4260906416706614,3.6116884456212066,4.264973478327972,3.1870320087173,3.6747690193953755,2.91459725595122,4.370580156850474,2.3562677693846554,4.713980774993291,2.961781103855675,1.6383108660591448,3.12191880438487,2.3518333941769702,3.8000524921637737,2.3788884221917455,2.5753608433264006,1.201697053814888,2.569533605091043
0.693159367835988,1.492577022925577,3.723697507056305,3.747857252967179,3.404914048321032,2.079714970626845,2.9545924197814593,2.9965714120081053,1.897567753255381,4.430805672024169,3.8349982438454404,2.7897052345622613,3.0255876376109287,3.1983208995335555,1.0568517158246349,2.7647577488341915,2.350945834434287,2.046743906996567,2.732472829724419,4.7108839860430445,3.6098993192284783,2.456400783902949,3.5449352246206374,4.331786588751393,3.879987104216572
3.056751076149545,2.3843010133148734,3.6645091166349912,3.374485670669099,3.851968194501553,3.6045020906888925,3.998874334500785,2.4906089918634695,4.253782779443712,3.1880583707267007,4.975055462010192,2.344090093720723,4.652141586882135,3.188354524014197,2.380036166507143,2.5394789290614077,2.695120883771559,3.4036847994826056,3.4975900138621956,2.454001498664229,2.9768213861184423,5.038829348488813,4.644127549925586,3.4152554786540508,3.036168453866013
